watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,is_netflix_original
3/13/25,Tablet,43.3,96.9,paused,32,Male,USA,Premium,TRUE,3.01,2,TV Series,Animation,1994,80,G,English,USA,5.6,TRUE
6/11/24,Desktop,37.7,28.5,completed,46,Male,USA,Premium+,TRUE,17.66,3,Movie,Western,1995,456,TV-MA,English,USA,9.5,TRUE
2/3/25,Mobile,21.6,46.3,started,41,Female,USA,Premium+,TRUE,5.81,,Documentary,Fantasy,2018,91,G,English,France,7,TRUE
10/26/24,Mobile,15.3,79.8,started,49,Male,Canada,Basic,FALSE,4.99,3,Documentary,Biography,1990,134,TV-14,French,France,4.7,FALSE
9/27/25,Tablet,31.7,76.4,completed,32,Male,Canada,Basic,TRUE,5.24,1,Movie,Animation,1997,101,R,English,South Korea,5.5,FALSE
1/10/24,Laptop,30,15.3,paused,35,Female,USA,Basic,TRUE,24.41,1,Movie,History,1990,132,TV-Y,Japanese,USA,6.3,FALSE
7/9/24,Tablet,12.4,41.1,stopped,39,Male,USA,Premium,FALSE,11.34,,Stand-up Comedy,Music,2008,43,R,English,Canada,7.8,FALSE
4/18/25,Laptop,36.3,93.9,completed,25,Female,USA,Standard,FALSE,39.63,4,Documentary,Action,2017,98,PG-13,English,USA,5.3,TRUE
10/7/25,Mobile,32.2,65,started,55,Male,USA,Premium,TRUE,11.66,4,Movie,Biography,2007,106,PG-13,Hindi,USA,5,FALSE
7/16/24,Mobile,26.2,3.9,paused,35,Other,USA,Premium,TRUE,20.55,5,TV Series,Drama,2007,37,TV-Y7,English,Canada,7,TRUE
10/15/25,Laptop,43.2,95.3,completed,47,Female,Canada,Premium,TRUE,3.02,2,Movie,Mystery,2004,113,G,English,USA,6.1,FALSE
7/14/25,Smart TV,81.8,18.2,completed,41,Other,USA,Basic,TRUE,6.24,6,TV Series,Biography,2017,46,TV-PG,Hindi,South Korea,6.3,TRUE
12/23/24,Laptop,111.6,37.6,stopped,28,Female,Canada,Standard,TRUE,9.55,4,Stand-up Comedy,Western,1998,67,TV-MA,English,USA,5.7,FALSE
3/10/25,Smart TV,139.2,75.9,stopped,32,Male,USA,Premium,TRUE,6.25,3,Movie,Crime,2013,50,TV-PG,Korean,South Korea,3.1,TRUE
11/2/25,Desktop,101.6,55.8,stopped,39,Other,USA,Premium,TRUE,5.11,3,Movie,Sport,2002,104,PG-13,Italian,USA,4.9,TRUE
1/1/25,Desktop,60.9,51.9,stopped,29,Male,USA,Standard,TRUE,9.91,5,Movie,Action,1993,98,TV-MA,Korean,USA,5.6,TRUE
4/3/25,Laptop,17.6,83.9,stopped,43,Male,USA,Basic,TRUE,0.86,4,Movie,Romance,2004,106,NC-17,English,Canada,4.7,TRUE
6/8/24,Tablet,96.3,8.4,started,31,Female,USA,Basic,TRUE,20.94,6,Documentary,Sci-Fi,1996,68,NC-17,English,USA,7.1,FALSE
6/9/24,Tablet,9.1,18.8,completed,45,Male,USA,Basic,TRUE,4.1,4,Movie,Comedy,1995,100,TV-Y,English,USA,9,TRUE
12/11/25,Desktop,25.1,98.9,started,34,Female,USA,Basic,TRUE,9.43,4,Limited Series,Biography,2010,54,G,Korean,USA,7.2,FALSE
6/27/24,Smart TV,104.7,86.4,stopped,34,,USA,Standard,TRUE,10.93,,Movie,Sci-Fi,2016,122,TV-PG,Japanese,France,6.4,TRUE
9/7/25,Desktop,22.8,60,started,39,Female,Canada,Premium,TRUE,15.23,3,Movie,Crime,2006,115,TV-Y,English,USA,6.6,FALSE
2/3/25,Mobile,68.3,84.6,completed,37,Female,USA,Premium,TRUE,8.8,2,TV Series,Family,2006,58,TV-MA,English,USA,5.5,TRUE
2/4/24,Desktop,7.1,96.5,stopped,96,Male,Canada,Premium,TRUE,3.72,6,TV Series,Animation,2002,55,G,English,South Korea,5.6,FALSE
8/19/25,Mobile,125.6,69.1,started,26,Female,USA,Basic,FALSE,2.86,2,Movie,Horror,2011,132,G,English,USA,5.5,FALSE
5/15/24,Mobile,28.7,36.2,paused,32,Female,USA,Premium,TRUE,39.82,2,Movie,Drama,1998,133,NC-17,French,USA,7.8,FALSE
7/25/24,Mobile,33.9,59.2,stopped,27,Male,USA,Standard,TRUE,6.58,1,Limited Series,Sport,1996,68,TV-Y7,English,Canada,4.8,TRUE
12/31/25,Mobile,117.8,84.5,paused,32,Female,Canada,Basic,TRUE,19.38,3,Documentary,Adventure,2007,96,G,English,South Korea,7.1,FALSE
6/1/24,Smart TV,129.2,57.4,started,48,Female,Canada,Standard,TRUE,16.81,2,Stand-up Comedy,Thriller,1995,63,TV-Y7,Spanish,Germany,7.3,FALSE
2/10/25,Laptop,116.1,44.9,completed,25,Female,USA,Standard,TRUE,11.84,3,Movie,Family,2015,144,TV-G,Korean,UK,6.4,FALSE
11/7/25,Smart TV,28.4,98.9,paused,24,Female,Canada,Premium,TRUE,2.3,2,TV Series,Documentary,1999,42,G,English,Germany,7.4,TRUE
3/22/24,Laptop,65.9,50,started,34,Female,Canada,Basic,TRUE,7.26,3,Stand-up Comedy,Adventure,2001,97,G,English,USA,8.4,FALSE
8/20/25,Tablet,28.3,32.6,stopped,46,Male,USA,Standard,TRUE,11.07,7,Movie,Action,2020,452,TV-G,Hindi,India,6.7,TRUE
2/27/24,Tablet,46.2,12.6,started,46,Male,USA,Premium,TRUE,12.36,3,TV Series,Drama,1997,73,TV-PG,French,USA,7.4,FALSE
6/25/24,Laptop,22.9,89.2,stopped,46,Male,USA,Basic,TRUE,11.39,3,TV Series,Western,1998,53,TV-PG,English,Canada,6.9,FALSE
3/24/24,Mobile,31,78,paused,37,Female,USA,Premium+,TRUE,13.94,4,TV Series,Biography,2012,56,PG-13,English,France,6.8,FALSE
8/29/24,Tablet,21.9,95.7,started,29,Male,Canada,Basic,TRUE,17.37,3,Stand-up Comedy,Documentary,2024,44,TV-Y7,Spanish,South Korea,6,TRUE
10/18/25,Tablet,58.1,27.3,completed,30,Male,USA,Standard,TRUE,17.17,4,Movie,Western,2016,153,PG,German,USA,5.9,FALSE
4/12/24,Laptop,171.3,55.6,paused,39,,USA,Standard,TRUE,10.04,4,Movie,Thriller,1991,118,PG-13,Spanish,USA,4.9,FALSE
6/14/24,Smart TV,102.8,36.2,paused,37,Male,USA,Standard,TRUE,18.13,1,Stand-up Comedy,Drama,2020,57,R,English,USA,6.6,TRUE
9/6/25,Mobile,21.3,82.2,paused,39,Male,Canada,Premium,TRUE,4.12,4,TV Series,History,2023,44,TV-G,English,USA,6.2,TRUE
12/26/25,Desktop,31,73.7,completed,51,,USA,Premium,TRUE,1.5,3,Stand-up Comedy,Western,1998,67,TV-MA,English,USA,5.7,FALSE
5/8/25,Tablet,16.3,19.7,paused,43,Prefer not to say,USA,Standard,TRUE,2.64,2,Movie,Romance,2005,140,TV-Y7,English,USA,6.5,FALSE
1/20/25,Laptop,152.8,7.2,stopped,38,Male,Canada,Standard,FALSE,20.7,1,Movie,Sport,1997,29,PG-13,Spanish,Canada,3.5,FALSE
8/14/25,Laptop,54.7,72.6,started,43,Male,Canada,Standard,TRUE,10.6,3,Movie,Sport,1995,121,R,English,USA,7,FALSE
6/30/25,Smart TV,104.5,96.6,paused,49,Male,USA,Premium,TRUE,20.27,1,TV Series,Sci-Fi,1997,69,NC-17,English,South Korea,6.4,FALSE
6/2/25,Mobile,30.6,9.5,started,43,Male,USA,Premium+,TRUE,26.47,3,TV Series,History,2006,50,TV-G,Hindi,USA,6.3,FALSE
12/18/25,Mobile,41.6,12.5,completed,23,Male,Canada,Premium+,TRUE,13.56,,Stand-up Comedy,Music,2005,54,G,English,USA,6.9,FALSE
9/28/24,Desktop,41.7,28.1,paused,39,Male,USA,Basic,TRUE,8.61,2,Movie,Fantasy,1961,106,PG-13,Spanish,Japan,7.5,FALSE
9/19/25,Smart TV,65,10.8,completed,27,Male,USA,Standard,TRUE,9.12,,TV Series,Fantasy,1993,65,TV-14,Spanish,India,5.2,FALSE
12/28/24,Smart TV,83.6,27.5,completed,31,Female,USA,Premium,TRUE,5.49,1,Movie,History,2009,118,TV-Y7,Spanish,UK,6.1,TRUE
6/9/25,Smart TV,44.7,26.1,paused,38,Female,Canada,Standard,TRUE,16.07,4,Movie,Documentary,2011,88,R,English,South Korea,6.5,FALSE
1/13/24,Smart TV,107.4,38.1,completed,34,,USA,Basic,TRUE,3.49,2,Movie,Fantasy,1995,166,TV-Y,English,USA,7.5,TRUE
4/27/24,Mobile,25.7,48.2,paused,37,Male,USA,Standard,TRUE,20.12,1,Stand-up Comedy,Action,2024,61,TV-MA,English,USA,4.8,FALSE
5/24/25,Mobile,13.1,24.2,completed,28,Female,USA,Premium,TRUE,22.44,3,Stand-up Comedy,War,2022,91,R,English,Germany,4.4,FALSE
8/25/25,Desktop,37.8,27.5,paused,28,Female,USA,Premium,TRUE,38.02,3,Movie,Thriller,2022,104,G,English,USA,9.1,FALSE
6/1/25,Laptop,97.2,41.1,stopped,27,Female,Canada,Standard,FALSE,5.64,,Documentary,Action,2017,98,PG-13,English,USA,5.3,TRUE
4/26/24,Smart TV,65.5,70.8,stopped,43,Male,USA,Premium,FALSE,13.19,4,Limited Series,Music,1996,18,NC-17,Korean,Canada,6.4,FALSE
8/27/25,Laptop,26.7,33,stopped,21,Female,USA,Premium,TRUE,22.67,2,Movie,Family,2019,85,G,English,USA,3.7,FALSE
3/17/25,Smart TV,128.6,93.7,stopped,42,Male,USA,Premium,FALSE,3.16,4,TV Series,Crime,2002,50,TV-14,English,Germany,5.8,FALSE
2/25/24,Smart TV,109.5,46.3,stopped,37,Male,USA,Premium,TRUE,7.09,4,TV Series,History,2011,55,PG,Italian,South Korea,4.6,TRUE
9/22/24,Smart TV,67.8,98.9,started,26,Male,USA,Standard,TRUE,14.86,4,Stand-up Comedy,Fantasy,2003,61,TV-PG,Spanish,Canada,5.6,TRUE
3/12/25,Laptop,28.3,57.3,completed,39,Female,Canada,Premium,TRUE,3.73,7,Documentary,Sport,2023,19,TV-14,English,France,5.6,FALSE
3/4/24,Desktop,96.6,29.1,started,36,Male,USA,Standard,TRUE,33.9,5,Movie,Western,1995,408,TV-MA,German,South Korea,4.6,TRUE
3/7/24,Tablet,49.2,24.2,completed,43,Prefer not to say,Canada,Premium,TRUE,9.15,4,TV Series,Horror,2022,37,TV-Y,French,USA,5.9,FALSE
7/28/24,Mobile,36.7,24.8,stopped,22,Other,Canada,Basic,FALSE,8.06,1,TV Series,Animation,2008,46,TV-PG,English,India,9.7,FALSE
10/19/24,Mobile,58.9,24.5,started,46,Male,USA,Basic,TRUE,14.51,8,Documentary,Adventure,2014,110,R,English,India,9.6,FALSE
12/17/24,Desktop,25.6,89.3,started,31,Male,USA,Premium,TRUE,3.27,1,Movie,Thriller,2007,128,TV-14,French,USA,7.5,TRUE
6/27/24,Mobile,95,97.8,started,39,,USA,Standard,TRUE,15.59,4,Documentary,War,2012,66,TV-G,English,Canada,5.5,FALSE
6/24/25,Smart TV,108.2,87.9,stopped,31,Male,USA,Basic,TRUE,36.06,2,Documentary,Horror,2024,46,TV-Y7,Italian,USA,9.3,FALSE
11/30/25,Mobile,86.9,36.3,paused,33,Male,USA,Standard,TRUE,5.05,1,Stand-up Comedy,Fantasy,1997,75,TV-Y7,Spanish,USA,6.5,TRUE
6/21/24,Smart TV,28.6,84.9,stopped,47,Male,Canada,Standard,TRUE,20.49,,Documentary,Fantasy,2010,94,TV-MA,English,USA,6,TRUE
10/29/24,Desktop,16.4,11.4,started,31,Female,USA,Standard,TRUE,19.91,3,Documentary,Western,1998,90,G,Spanish,USA,8.6,TRUE
6/29/25,Tablet,87.5,5.5,paused,52,Female,USA,Premium,TRUE,26.76,5,Movie,Thriller,1999,76,TV-Y7,English,UK,4.6,FALSE
4/6/24,Tablet,61.5,45.6,started,30,,Canada,Premium,TRUE,25.4,1,TV Series,Action,1998,37,TV-Y,English,USA,7.5,FALSE
5/2/24,Laptop,51.7,75.9,stopped,22,Male,USA,Basic,FALSE,17.47,,Movie,Crime,2013,50,TV-PG,Korean,South Korea,3.1,TRUE
3/17/25,Tablet,33.2,58.4,completed,30,Male,Canada,Standard,TRUE,984.45,3,TV Series,Biography,2000,43,TV-G,English,USA,6.6,TRUE
1/27/25,Tablet,22.3,52.7,stopped,46,Female,USA,Premium,TRUE,1.42,2,Movie,History,2013,118,TV-G,English,USA,5.1,FALSE
8/13/25,Mobile,133.5,62.2,paused,53,Female,USA,Basic,TRUE,19.74,2,Movie,Music,2003,139,TV-14,French,USA,7.3,TRUE
8/15/24,Mobile,303.3,18.4,started,42,Male,Canada,Premium,FALSE,12.06,7,Movie,Biography,2017,82,TV-14,Spanish,USA,5.9,TRUE
10/8/24,Laptop,29.6,31.3,stopped,24,Male,USA,Standard,FALSE,21.04,3,Movie,Drama,2022,586,TV-14,English,USA,5.4,FALSE
7/14/24,Smart TV,26.3,29.9,started,30,Female,USA,Premium,TRUE,15.09,3,Documentary,Horror,2015,87,TV-G,English,South Korea,5.2,FALSE
10/2/24,Mobile,19.5,81.2,started,42,Male,USA,Premium+,TRUE,32.11,,Limited Series,Sport,1993,38,TV-Y,English,USA,4.9,FALSE
11/6/24,Desktop,99.3,56.2,started,25,Female,USA,Basic,TRUE,26.09,3,TV Series,Comedy,1993,56,TV-G,Hindi,USA,4,FALSE
3/14/24,Desktop,40.1,41.8,completed,19,Male,Canada,Standard,TRUE,7,2,Limited Series,Sci-Fi,1992,63,NC-17,English,USA,9,FALSE
8/27/24,Tablet,39.5,16.8,stopped,38,Female,USA,Standard,TRUE,16.94,1,Movie,Biography,2007,106,PG-13,Hindi,USA,5,FALSE
4/1/24,Tablet,82.8,73.9,started,51,Female,USA,Premium,TRUE,24.77,1,Movie,Action,2002,522,PG,English,USA,4.7,TRUE
9/3/25,Tablet,47.9,28.1,stopped,28,Female,USA,Standard,FALSE,16.51,5,Stand-up Comedy,Thriller,2007,61,TV-14,English,USA,6,FALSE
6/1/25,Mobile,38.2,70.6,started,27,Female,Canada,Basic,TRUE,9.41,5,TV Series,Comedy,2003,38,TV-Y,English,USA,6.6,TRUE
6/11/25,Laptop,45.2,73.4,started,63,Female,USA,Standard,TRUE,14.8,2,Movie,Thriller,2017,110,PG,English,South Korea,5.1,FALSE
7/4/24,Desktop,721.8,49.8,started,30,Male,USA,Basic,TRUE,9.59,2,Limited Series,Animation,2012,74,NC-17,Hindi,Canada,4.9,FALSE
8/28/25,Mobile,25.9,2.8,paused,34,Male,Canada,Premium,TRUE,14.22,,Documentary,Romance,1990,100,TV-Y,Hindi,France,5.4,TRUE
10/24/24,Tablet,88,90.7,stopped,60,Male,USA,Premium,TRUE,12.14,2,Movie,Crime,2016,136,PG,English,Japan,5.1,TRUE
9/20/24,Smart TV,75.2,91.8,started,36,Other,Canada,Premium,FALSE,5.64,1,TV Series,Music,2021,49,TV-MA,English,Japan,9.4,TRUE
9/27/24,Desktop,519.5,91.9,paused,31,Female,Canada,Standard,TRUE,12.62,2,TV Series,Animation,2016,51,R,French,USA,8.9,TRUE
4/11/24,Mobile,78.2,94.2,started,32,Other,USA,Premium+,TRUE,14.84,1,Documentary,Mystery,1997,28,G,English,USA,3.4,FALSE
11/16/25,Laptop,23.6,53.3,stopped,30,Male,Canada,Premium,TRUE,6.76,,Documentary,Family,2011,73,TV-MA,Japanese,South Korea,4.4,TRUE
10/24/24,Smart TV,11.7,5.3,completed,44,,USA,Standard,FALSE,6.01,3,Movie,Action,2020,121,NC-17,Japanese,UK,7.1,TRUE
4/13/24,Tablet,36.4,90.7,paused,66,,USA,Premium,TRUE,16.55,,Documentary,Action,1996,46,NC-17,English,USA,7.1,FALSE
12/24/24,Laptop,29.1,21.7,paused,27,Female,USA,Premium,TRUE,13.31,4,Movie,Animation,1997,120,TV-MA,German,UK,4.8,FALSE
7/8/24,Smart TV,31.1,23.6,paused,42,,Canada,Premium,FALSE,23.87,2,Movie,Western,1994,117,TV-14,Korean,USA,8.5,FALSE
4/7/25,Smart TV,54.7,6,stopped,32,Female,Canada,Standard,TRUE,20.83,3,Movie,Crime,1999,113,TV-MA,English,France,6.5,FALSE
7/23/25,Smart TV,114.9,75.3,completed,46,Male,Canada,Premium,TRUE,6.97,3,Movie,Adventure,2015,95,G,English,UK,7.2,TRUE
4/21/25,Smart TV,41.7,3.2,paused,31,Female,USA,Basic,TRUE,30.17,,Limited Series,Romance,1993,59,TV-Y,English,Japan,4.2,TRUE
9/10/24,Mobile,74.6,66.5,paused,32,,Canada,Basic,TRUE,17.04,5,TV Series,Crime,1992,58,TV-Y,English,UK,7.1,TRUE
2/2/25,Tablet,59.7,35.7,started,30,,Canada,Premium,TRUE,25.4,1,Stand-up Comedy,Crime,2006,87,TV-PG,French,USA,1.2,TRUE
7/14/24,Laptop,34.8,25.1,completed,26,Female,Canada,Basic,TRUE,21.62,3,Documentary,Romance,2015,91,TV-MA,Japanese,USA,5.3,TRUE
3/29/24,Laptop,76.2,22.7,started,57,Prefer not to say,USA,Premium,TRUE,28.99,,TV Series,Comedy,2000,78,PG,English,India,8.6,FALSE
5/10/24,Laptop,77.2,86.1,started,18,Female,USA,Premium+,TRUE,20.65,5,Movie,Horror,1993,94,TV-Y,Spanish,USA,10,FALSE
12/6/25,Tablet,190.6,65.3,paused,59,Male,USA,Premium,TRUE,15.03,6,Stand-up Comedy,Romance,2002,58,TV-G,English,USA,7.6,FALSE
3/19/24,Desktop,87.9,33.6,started,39,Male,USA,Premium,TRUE,1.47,2,Documentary,Biography,2014,87,TV-MA,English,UK,6.1,FALSE
10/10/24,Mobile,75.7,55.1,completed,69,Female,Canada,Standard,FALSE,19.78,4,Movie,Horror,2014,136,TV-PG,Hindi,USA,7.5,FALSE
10/31/25,Tablet,63,88.2,paused,36,Female,USA,Basic,TRUE,8.78,6,Stand-up Comedy,Western,2007,80,PG-13,English,USA,6.5,TRUE
5/13/25,Mobile,52.1,1.8,completed,46,Female,USA,Standard,TRUE,1.42,3,Movie,Biography,1999,114,PG,Korean,USA,4,FALSE
11/17/25,Mobile,97.3,22.5,completed,39,Female,USA,Premium,TRUE,10.32,1,TV Series,History,1998,12,TV-14,English,Canada,6.4,FALSE
3/25/25,Laptop,124.1,10.4,stopped,36,Female,USA,Premium+,FALSE,8.06,,Stand-up Comedy,Sci-Fi,1999,87,TV-G,German,USA,5.8,FALSE
10/1/25,Laptop,15.7,18.5,paused,25,Male,USA,Premium+,TRUE,9.17,2,TV Series,War,2017,26,NC-17,English,USA,8,FALSE
4/20/25,Smart TV,201,97.5,paused,36,Female,USA,Basic,TRUE,71.87,2,Movie,Western,2000,106,PG,English,Japan,10,FALSE
11/4/25,Laptop,122.4,92,completed,24,Female,USA,Standard,TRUE,7.1,,Movie,Music,2003,139,TV-14,French,USA,7.3,TRUE
12/11/24,Smart TV,121.2,69.9,paused,59,Female,USA,Premium,TRUE,26.68,3,Movie,Sci-Fi,1990,126,TV-Y,English,USA,5.2,FALSE
12/21/24,Tablet,100.9,57.5,started,23,Female,Canada,Standard,TRUE,5.42,5,Movie,Drama,1998,133,NC-17,French,USA,7.8,FALSE
11/11/24,Mobile,70.7,38.3,stopped,34,Male,Canada,Premium,TRUE,3.45,3,Movie,Family,2021,106,TV-Y,English,USA,6.2,TRUE
8/14/24,Mobile,61.6,3.5,started,25,Male,USA,Premium,TRUE,42.91,3,Documentary,Drama,2001,66,NC-17,Japanese,USA,9.5,TRUE
7/30/25,Mobile,35,60.7,started,39,Male,USA,Premium,TRUE,10.55,2,Movie,Horror,2014,98,PG-13,English,USA,4.6,TRUE
10/21/25,Tablet,50.1,2,completed,51,Female,USA,Premium,FALSE,15.14,4,Documentary,Fantasy,2020,98,TV-PG,English,USA,5.9,FALSE
1/15/24,Laptop,33.8,83.7,stopped,48,Male,USA,Premium+,TRUE,14.68,,TV Series,History,2005,48,G,English,USA,7.4,FALSE
4/6/24,Mobile,27.1,36.9,paused,40,Male,Canada,Premium,TRUE,4.41,6,Movie,Drama,2022,99,PG,Italian,USA,9.1,TRUE
7/12/25,Smart TV,21.2,60.5,started,47,Male,USA,Basic,TRUE,22.33,5,Documentary,Thriller,2004,43,TV-Y7,French,Japan,4.4,FALSE
3/13/25,Tablet,659.1,12.5,started,49,Female,Canada,Premium,TRUE,8.76,2,Documentary,Adventure,2014,110,R,English,India,9.6,FALSE
5/19/25,Mobile,38.3,94.2,paused,44,Male,USA,Standard,FALSE,21.67,2,TV Series,Documentary,2023,63,TV-MA,Hindi,USA,6.6,FALSE
9/13/24,Tablet,69.7,76.6,completed,41,Female,USA,Premium,TRUE,16.64,6,Movie,Romance,2000,86,PG-13,German,USA,7.1,FALSE
8/30/24,Mobile,47.1,23.9,stopped,34,Male,USA,Premium,TRUE,8.99,,Movie,Sport,2005,88,PG,Korean,USA,9.5,TRUE
12/9/25,Tablet,52.1,68.7,started,36,Male,USA,Standard,FALSE,24.9,,Movie,Crime,1997,16,TV-Y7,English,USA,7,FALSE
9/20/25,Tablet,106.1,97.1,started,39,Male,USA,Premium,TRUE,10.55,2,TV Series,War,2018,26,TV-14,English,USA,6.4,TRUE
7/11/25,Tablet,13.7,3.5,completed,30,Prefer not to say,Canada,Premium,TRUE,7.29,4,TV Series,Romance,2004,36,PG-13,English,France,8.8,TRUE
4/18/24,Laptop,56.7,32.5,paused,21,Male,Canada,Premium,TRUE,7.53,2,Movie,Comedy,2022,120,G,English,Japan,6.7,FALSE
1/5/25,Smart TV,31.8,22.3,stopped,25,,USA,Basic,TRUE,9.88,2,TV Series,Action,2003,53,TV-PG,Japanese,Japan,8.6,TRUE
9/13/25,Smart TV,12.5,49.1,stopped,37,Female,USA,Standard,TRUE,8.52,3,Movie,Biography,2024,118,PG,English,Canada,5.6,FALSE
10/7/25,Tablet,105.1,94.3,paused,49,Female,Canada,Premium+,FALSE,2.36,2,Documentary,Animation,2003,107,TV-PG,English,USA,8.7,FALSE
11/14/24,Laptop,42.8,68.7,completed,41,Female,USA,Premium+,TRUE,33.73,2,Documentary,Sport,2001,77,R,German,USA,10,FALSE
9/7/25,Smart TV,26,72.8,completed,37,Male,USA,Premium,FALSE,13.68,,Movie,Documentary,2011,88,R,English,South Korea,6.5,FALSE
11/24/24,Laptop,72.3,74.7,paused,33,Female,USA,Basic,TRUE,9.39,5,Movie,Drama,1992,76,PG,Italian,USA,6.5,FALSE
2/1/25,Tablet,56.5,76.6,started,51,Male,USA,Premium,TRUE,9.82,,Movie,Comedy,2019,108,TV-G,English,Japan,4.6,FALSE
6/7/24,Smart TV,32.4,41,stopped,37,Male,USA,Premium,TRUE,6.17,5,Movie,Crime,2020,98,R,Hindi,France,8,TRUE
4/27/24,Laptop,125.7,21.9,completed,42,Female,Canada,Premium,TRUE,20.47,4,TV Series,War,2018,48,TV-PG,English,India,7.7,TRUE
5/29/25,Laptop,110,44.8,stopped,26,Male,USA,Basic,TRUE,6.68,1,Movie,Horror,1998,67,PG-13,Italian,UK,5.6,TRUE
3/7/24,Tablet,477.4,64.4,completed,30,Female,USA,Basic,TRUE,27.88,6,Movie,Thriller,2009,117,TV-MA,English,USA,6.3,FALSE
11/12/25,Laptop,26.9,54.7,stopped,33,Male,Canada,Premium,TRUE,832.81,3,TV Series,History,2021,17,TV-Y,English,USA,5.1,TRUE
6/12/24,Laptop,57.1,54.4,started,54,Female,USA,Premium,FALSE,9.29,2,Movie,Adventure,2011,27,G,English,USA,6.7,TRUE
12/26/24,Desktop,19.1,32.5,started,45,Male,USA,Standard,TRUE,15.7,4,Movie,Family,2021,106,TV-Y,English,USA,6.2,TRUE
8/13/25,Laptop,53.7,27.9,paused,35,Female,USA,Premium,TRUE,13.07,2,Movie,Comedy,1993,121,TV-G,Italian,USA,4.5,FALSE
3/7/24,Tablet,51.8,73,paused,25,Female,Canada,Premium,TRUE,5.1,2,Documentary,Family,2005,80,PG-13,Spanish,USA,6.3,FALSE
8/8/24,Laptop,63.1,99.4,completed,26,Female,USA,Basic,TRUE,2.2,6,Movie,Horror,1995,116,TV-MA,Korean,USA,7.3,FALSE
10/1/24,Desktop,14,16.9,stopped,31,Female,USA,Basic,TRUE,30.69,1,Stand-up Comedy,Crime,1998,89,TV-Y7,English,UK,7.6,FALSE
2/20/24,Tablet,101.2,57.9,completed,59,Other,USA,Premium,TRUE,19.54,2,Movie,Adventure,2004,89,G,French,Germany,6.4,TRUE
7/23/25,Laptop,20.8,56.6,completed,22,Male,Canada,Premium,TRUE,23.41,2,Documentary,History,2018,90,TV-Y7,English,Canada,4.7,FALSE
10/14/24,Mobile,71.6,50.5,started,39,Female,Canada,Premium,TRUE,14.31,2,TV Series,Drama,1992,37,TV-MA,English,Japan,9,FALSE
4/22/24,Mobile,19.5,29.9,started,37,Female,USA,Premium+,TRUE,33.76,2,TV Series,History,2021,17,TV-Y,English,USA,5.1,TRUE
3/6/24,Tablet,67.5,61.5,completed,49,Male,Canada,Premium,TRUE,27.4,3,Movie,Romance,1990,112,TV-14,English,USA,6.8,TRUE
4/25/24,Smart TV,31.2,96.7,started,27,Male,USA,Premium+,TRUE,18.2,3,Movie,Music,1995,82,TV-MA,Hindi,USA,0.8,FALSE
8/25/24,Desktop,24,38.7,completed,45,Female,Canada,Premium+,TRUE,7.73,3,Stand-up Comedy,War,1998,379,TV-G,English,USA,5.2,FALSE
6/10/24,Mobile,195.3,16.3,paused,41,Female,USA,Premium,TRUE,5,2,Limited Series,Thriller,2019,49,TV-Y,Italian,Japan,8.2,FALSE
10/29/25,Mobile,175.4,85.9,paused,53,Female,Canada,Basic,TRUE,22.73,,Documentary,Documentary,2015,68,PG,Korean,Japan,8.1,TRUE
7/28/24,Laptop,23.3,2.2,completed,40,Female,USA,Premium,TRUE,10.22,1,Stand-up Comedy,Sci-Fi,2002,58,TV-Y,Hindi,Canada,7.2,TRUE
6/28/25,Mobile,132.5,25.9,completed,26,Male,USA,Premium,TRUE,4.73,6,Movie,History,2018,119,NC-17,Hindi,USA,6.8,FALSE
3/16/25,Tablet,59.5,26.9,started,38,Male,USA,Standard,TRUE,27.85,,Movie,War,1996,113,TV-14,English,USA,6.6,FALSE
3/18/25,Mobile,39.2,81.1,started,21,Female,Canada,Premium,TRUE,28.47,,Movie,Adventure,1994,136,TV-MA,English,South Korea,5.3,FALSE
2/24/24,Desktop,142.1,44.2,started,53,Female,USA,Premium,TRUE,11.19,2,Movie,Family,2021,106,TV-Y,English,USA,6.2,TRUE
7/23/25,Laptop,28,81.2,started,45,Female,USA,Premium+,TRUE,32.06,3,Movie,Adventure,1994,136,TV-MA,English,South Korea,5.3,FALSE
10/10/25,Mobile,120.2,15.6,started,43,Female,Canada,Premium,TRUE,10.17,4,Movie,Comedy,2020,151,PG,German,USA,5.6,TRUE
10/27/25,Laptop,50.4,2.3,stopped,23,Male,Canada,Premium,TRUE,18.76,3,Limited Series,Biography,2010,54,G,Korean,USA,7.2,FALSE
1/6/25,Laptop,63.4,57,paused,35,Female,USA,Standard,TRUE,31.09,4,Documentary,War,2012,66,TV-G,English,Canada,5.5,FALSE
5/11/24,Desktop,78.9,58,started,41,Female,USA,Standard,TRUE,43.2,3,Movie,Sci-Fi,2011,109,NC-17,Spanish,USA,4,FALSE
6/30/24,Smart TV,33.9,75.5,started,51,Female,USA,Basic,FALSE,12.31,,Movie,Animation,2000,74,TV-G,English,Japan,9,FALSE
4/17/25,Smart TV,47.1,44.7,completed,38,Female,Canada,Premium,FALSE,8.12,1,TV Series,Crime,2022,42,G,English,USA,5.7,FALSE
12/13/24,Mobile,95,30.3,completed,18,Male,USA,Standard,TRUE,15.84,2,Movie,Comedy,2024,117,TV-Y7,Spanish,USA,6.3,FALSE
