watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,maturity_level,language,country_of_origin,imdb_rating,is_netflix_original
11/20/2025,Desktop,161.20,88.4,stopped,32,Male,USA,PREMIUM,TRUE,4.49,2,Documentary,Horror,"1,993",71,PG-13,Teens,English,UK,5.0,TRUE
10/21/2024,Mobile,45.40,5.2,stopped,24,Male,Canada,PREMIUM,TRUE,26.27,3,Movie,Romance,"1,998",93,TV-Y,Kids,Spanish,USA,10.0,FALSE
8/29/2025,Mobile,38.50,88.1,completed,28,Female,USA,STANDARD,TRUE,11.90,5,Movie,Documentary,"2,022",93,TV-Y7,Kids,English,South Korea,9.5,FALSE
2/25/2024,Desktop,63.30,77.7,started,30,Female,USA,STANDARD,FALSE,30.01,1,Movie,Western,"2,018",95,TV-PG,Family,French,Canada,6.1,TRUE
2/14/2025,Smart Tv,16.00,62,paused,25,Female,Canada,STANDARD,TRUE,6.35,3,Documentary,Drama,"2,021",86,NC-17,Adult,Spanish,South Korea,1.4,FALSE
3/4/2025,Smart Tv,79.90,68.2,completed,19,Female,USA,PREMIUM,FALSE,14.24,3,TV Series,Action,"2,011",70,NC-17,Adult,English,USA,7.3,FALSE
5/19/2024,Mobile,10.00,99.3,started,60,Male,USA,BASIC,TRUE,5.58,2,Limited Series,History,"2,008",58,NC-17,Adult,English,Canada,4.9,FALSE
4/1/2024,Mobile,107.80,85.3,stopped,38,Female,Canada,STANDARD,TRUE,4.09,2,Movie,Animation,"2,016",93,TV-PG,Family,English,USA,8.0,TRUE
3/20/2024,Laptop,93.60,10.3,stopped,26,Female,USA,PREMIUM,TRUE,13.65,1,Documentary,Fantasy,"1,994",66,PG,Family,English,Canada,6.9,FALSE
8/22/2025,Tablet,47.90,98.7,stopped,21,Female,USA,STANDARD,TRUE,16.27,2,Documentary,Sport,"2,001",77,R,Adult,German,USA,10.0,FALSE
12/6/2024,Mobile,36.30,10.4,paused,49,Female,USA,PREMIUM,TRUE,10.88,2,Documentary,Documentary,"2,000",84,PG-13,Teens,English,USA,7.3,TRUE
12/18/2024,Mobile,31.40,21.8,started,64,Male,USA,STANDARD,TRUE,23.95,3,Movie,History,"2,010",108,TV-Y7,Kids,English,USA,0.6,FALSE
2/11/2024,Desktop,57.20,34.5,stopped,30,Female,USA,PREMIUM+,TRUE,11.07,4,Stand-up Comedy,Horror,"1,996",51,NC-17,Adult,Korean,USA,6.8,TRUE
11/17/2024,Tablet,32.00,44.2,completed,42,Female,USA,PREMIUM+,TRUE,18.38,5,Movie,Biography,"1,999",114,PG,Family,Korean,USA,4.0,FALSE
10/7/2025,Mobile,17.40,4.7,stopped,57,Prefer Not To Say,USA,PREMIUM,TRUE,7.17,2,TV Series,Comedy,"1,993",56,TV-G,#N/A,Hindi,USA,4.0,FALSE
10/27/2025,Mobile,21.80,93.7,started,18,Female,USA,BASIC,TRUE,16.46,4,Documentary,Western,"2,021",110,PG,Family,English,UK,8.3,FALSE
9/16/2024,Mobile,135.60,9.9,paused,40,Male,USA,BASIC,FALSE,15.57,1,Stand-up Comedy,Animation,"2,024",63,TV-14,Teens,German,USA,8.3,FALSE
8/27/2024,Mobile,92.50,83.8,paused,20,Other,USA,BASIC,TRUE,9.98,2,Movie,Comedy,"1,998",111,TV-PG,Family,English,USA,9.3,FALSE
4/4/2024,Desktop,45.90,72.3,stopped,34,Male,USA,PREMIUM,TRUE,4.43,2,Movie,Western,"1,994",117,TV-14,Teens,Korean,USA,8.5,FALSE
3/5/2024,Smart Tv,22.70,29.5,started,35,Female,USA,PREMIUM,TRUE,10.65,1,TV Series,Romance,"1,992",580,TV-14,Teens,French,USA,6.3,TRUE
11/13/2025,Laptop,192.90,38.5,paused,20,Male,USA,BASIC,FALSE,16.41,3,Documentary,Adventure,"2,024",76,TV-G,#N/A,Japanese,USA,4.8,FALSE
8/24/2024,Mobile,98.00,50.5,completed,36,Other,USA,PREMIUM,TRUE,15.54,2,Movie,Romance,"2,005",140,TV-Y7,Kids,English,USA,6.5,FALSE
11/19/2024,Desktop,65.70,34.4,paused,52,Male,USA,STANDARD,TRUE,11.48,2,Movie,Crime,"2,020",98,R,Adult,Hindi,France,8.0,TRUE
11/11/2025,Smart Tv,48.70,17.9,completed,30,Female,USA,PREMIUM,FALSE,13.38,4,Movie,Action,"1,998",100,TV-14,Teens,English,UK,5.3,FALSE
12/21/2024,Smart Tv,78.40,54.5,stopped,22,Female,Canada,PREMIUM,FALSE,22.75,2,Stand-up Comedy,Animation,"2,024",63,TV-14,Teens,German,USA,8.3,FALSE
4/12/2024,Mobile,111.80,93.6,paused,49,Female,USA,STANDARD,TRUE,14.44,3,TV Series,Adventure,"2,004",62,TV-Y7,Kids,Korean,USA,6.3,FALSE
7/19/2024,Laptop,32.90,16,stopped,20,Female,Canada,PREMIUM,TRUE,10.45,2,Movie,Crime,"2,006",115,TV-Y,Kids,English,USA,6.6,FALSE
3/20/2024,Smart Tv,359.30,49.9,stopped,37,Prefer Not To Say,USA,PREMIUM,TRUE,6.58,2,TV Series,Romance,"2,010",58,TV-Y,Kids,English,USA,7.8,FALSE
10/11/2024,Desktop,52.30,28.9,paused,34,Male,Canada,PREMIUM,TRUE,17.33,1,Movie,History,"2,020",101,R,Adult,English,USA,9.7,TRUE
2/3/2024,Desktop,102.50,37.4,completed,27,Female,USA,PREMIUM,TRUE,18.22,2,TV Series,Crime,"1,965",77,PG-13,Teens,English,France,6.5,FALSE
12/1/2024,Desktop,126.20,87,started,55,Female,USA,STANDARD,TRUE,7.92,2,Documentary,Fantasy,"2,020",99,TV-14,Teens,English,USA,7.8,FALSE
9/18/2024,Tablet,141.90,44.8,started,44,Prefer Not To Say,Canada,STANDARD,FALSE,11.69,1,Movie,Documentary,"2,019",114,R,Adult,English,USA,4.1,FALSE
9/4/2025,Desktop,32.60,30.1,paused,20,Female,USA,PREMIUM,TRUE,7.56,1,Stand-up Comedy,Action,"2,018",55,PG-13,Teens,French,USA,4.7,FALSE
6/2/2024,Laptop,45.00,63.9,paused,44,Male,USA,PREMIUM,TRUE,19.46,1,TV Series,Crime,"2,014",47,TV-PG,Family,English,USA,8.4,FALSE
5/27/2025,Tablet,67.10,90.7,paused,49,Female,USA,PREMIUM,TRUE,4.49,5,Documentary,Family,"2,009",101,TV-PG,Family,English,Canada,6.2,FALSE
7/30/2025,Desktop,62.50,87.7,paused,40,Male,Canada,STANDARD,TRUE,20.49,1,Movie,Crime,"2,017",118,NC-17,Adult,French,Canada,8.0,TRUE
2/4/2025,Tablet,39.60,84,started,56,Male,USA,STANDARD,TRUE,4.03,2,Movie,Horror,"1,998",67,PG-13,Teens,Italian,UK,5.6,TRUE
3/25/2025,Smart Tv,33.80,40.4,completed,45,Female,USA,PREMIUM,TRUE,9.71,2,Documentary,Thriller,"1,995",99,NC-17,Adult,English,USA,4.8,FALSE
11/14/2025,Desktop,22.20,73,paused,41,Female,USA,BASIC,TRUE,24.58,6,Limited Series,Biography,"2,010",54,G,Kids,Korean,USA,7.2,FALSE
5/21/2024,Smart Tv,113.10,64.4,stopped,27,Male,Canada,STANDARD,TRUE,23.15,1,Documentary,Adventure,"2,010",85,G,Kids,Spanish,USA,7.0,FALSE
5/18/2024,Mobile,21.50,5.2,stopped,29,Male,USA,STANDARD,TRUE,24.36,2,Stand-up Comedy,Sci-Fi,"1,993",51,TV-Y7,Kids,Spanish,USA,6.0,FALSE
7/7/2024,Tablet,89.40,91.2,completed,26,Male,Canada,STANDARD,TRUE,13.91,2,Movie,History,"2,018",119,NC-17,Adult,Hindi,USA,6.8,FALSE
12/16/2025,Smart Tv,60.70,3.7,stopped,45,Female,Canada,PREMIUM,TRUE,9.22,4,Movie,Fantasy,"1,961",106,PG-13,Teens,Spanish,Japan,7.5,FALSE
12/9/2024,Tablet,18.50,40.1,completed,25,Female,Canada,STANDARD,TRUE,6.35,3,Movie,Sport,"2,020",147,TV-G,#N/A,English,USA,7.8,FALSE
5/29/2024,Desktop,26.20,39.9,stopped,34,Male,USA,STANDARD,TRUE,16.06,3,TV Series,Romance,"2,024",15,TV-MA,Adult,Japanese,USA,5.6,TRUE
10/28/2024,Laptop,6.30,52.8,completed,43,Female,Canada,PREMIUM,FALSE,8.11,2,Movie,Mystery,"2,022",152,TV-Y,Kids,English,USA,5.2,FALSE
7/2/2024,Desktop,60.60,23.4,completed,51,Female,USA,STANDARD,FALSE,35.68,5,Movie,Animation,"2,001",74,G,Kids,English,USA,5.8,FALSE
2/21/2025,Tablet,37.40,72,started,49,Female,USA,STANDARD,TRUE,47.48,2,Stand-up Comedy,Romance,"2,002",58,TV-G,#N/A,English,USA,7.6,FALSE
6/11/2024,Smart Tv,46.40,34.5,stopped,40,Female,Canada,BASIC,TRUE,17.91,2,Movie,Comedy,"2,019",144,TV-MA,Adult,French,USA,10.0,FALSE
9/4/2024,Tablet,63.40,75.5,completed,29,Female,USA,PREMIUM,TRUE,8.94,2,Limited Series,Action,"2,020",34,PG,Family,Spanish,Germany,6.9,FALSE
10/9/2025,Smart Tv,11.60,59.5,completed,47,Female,Canada,PREMIUM,TRUE,9.77,2,Movie,Crime,"2,013",50,TV-PG,Family,Korean,South Korea,3.1,TRUE
5/15/2024,Tablet,87.00,87.4,started,43,Prefer Not To Say,USA,STANDARD,TRUE,17.13,2,Movie,War,"1,991",153,PG-13,Teens,English,UK,8.4,FALSE
12/9/2025,Desktop,11.30,55.3,paused,22,Male,Canada,STANDARD,TRUE,23.91,4,Movie,Animation,"1,992",109,TV-MA,Adult,Korean,USA,6.3,TRUE
7/14/2025,Laptop,54.80,53.2,completed,27,Male,USA,PREMIUM,TRUE,11.82,2,TV Series,Animation,"2,008",46,TV-PG,Family,English,India,9.7,FALSE
12/1/2025,Desktop,6.20,26.9,started,52,Female,Canada,PREMIUM+,TRUE,22.43,4,Movie,History,"2,018",119,NC-17,Adult,Hindi,USA,6.8,FALSE
2/17/2024,Laptop,74.60,66.2,stopped,30,Prefer Not To Say,USA,PREMIUM+,TRUE,67.90,2,Movie,Animation,"2,016",105,NC-17,Adult,Japanese,USA,5.6,FALSE
12/21/2025,Smart Tv,32.00,49,completed,34,Female,USA,BASIC,TRUE,48.72,5,TV Series,Romance,"2,001",66,R,Adult,German,USA,6.2,TRUE
6/17/2025,Mobile,70.50,23.6,completed,30,Female,Canada,STANDARD,TRUE,3.84,2,Documentary,Action,"2,019",98,G,Kids,Hindi,South Korea,8.5,FALSE
10/10/2024,Desktop,72.70,62.5,started,32,Female,USA,PREMIUM,TRUE,8.20,2,TV Series,Romance,"2,024",15,TV-MA,Adult,Japanese,USA,5.6,TRUE
2/21/2024,Mobile,20.30,82.1,stopped,39,Female,USA,BASIC,TRUE,4.91,1,Limited Series,Biography,"2,010",54,G,Kids,Korean,USA,7.2,FALSE
12/22/2024,Tablet,27.30,56.7,started,27,Female,USA,PREMIUM+,TRUE,10.26,2,Documentary,War,"1,997",66,PG,Family,English,USA,5.2,FALSE
2/12/2025,Laptop,113.90,26.3,completed,39,Male,USA,STANDARD,TRUE,25.71,1,Limited Series,Horror,"1,992",58,NC-17,Adult,English,South Korea,6.5,TRUE
6/19/2025,Laptop,88.40,27.5,started,40,Female,USA,PREMIUM,TRUE,20.05,1,Documentary,Western,"1,998",90,G,Kids,Spanish,USA,8.6,TRUE
2/24/2024,Desktop,59.00,40.7,started,29,Female,USA,BASIC,TRUE,18.73,2,Movie,Comedy,"1,997",147,TV-MA,Adult,Italian,USA,6.9,TRUE
6/29/2024,Desktop,131.50,27.6,started,22,Male,USA,PREMIUM,TRUE,12.58,2,Movie,Drama,"2,017",100,TV-MA,Adult,English,UK,6.9,FALSE
11/20/2024,Tablet,187.20,76.5,stopped,58,Male,Canada,PREMIUM,TRUE,15.25,4,Movie,Documentary,"2,001",146,TV-Y7,Kids,English,UK,6.3,TRUE
3/9/2024,Laptop,39.10,2.1,paused,34,Male,Canada,PREMIUM+,TRUE,25.49,1,Movie,Crime,"1,993",131,TV-MA,Adult,English,India,6.1,FALSE
3/14/2024,Smart Tv,23.30,42.8,paused,30,Female,USA,BASIC,TRUE,4.04,2,Movie,Comedy,"1,998",111,TV-PG,Family,English,USA,9.3,FALSE
4/17/2024,Smart Tv,38.30,63.8,paused,46,Male,USA,PREMIUM+,TRUE,3.84,2,Stand-up Comedy,Adventure,"2,001",97,G,Kids,English,USA,8.4,FALSE
9/12/2025,Tablet,44.50,68.8,paused,33,Female,USA,STANDARD,TRUE,43.03,3,TV Series,Adventure,"2,020",60,TV-MA,Adult,English,USA,4.8,TRUE
9/24/2025,Smart Tv,17.00,26.7,started,41,Male,Canada,PREMIUM,TRUE,21.72,3,Movie,History,"1,990",132,TV-Y,Kids,Japanese,USA,6.3,FALSE
5/31/2024,Tablet,41.50,5,stopped,47,Male,Canada,STANDARD,FALSE,12.48,3,Stand-up Comedy,Thriller,"1,995",63,TV-Y7,Kids,Spanish,Germany,7.3,FALSE
1/19/2024,Tablet,62.40,17.1,stopped,24,Female,Canada,PREMIUM,FALSE,23.63,2,Stand-up Comedy,War,"2,011",33,TV-Y,Kids,Hindi,UK,8.0,FALSE
10/8/2024,Tablet,19.10,72.8,paused,21,Female,USA,PREMIUM,TRUE,45.29,3,Movie,Crime,"1,994",117,TV-Y,Kids,English,USA,5.5,FALSE
12/11/2024,Desktop,49.20,38.8,paused,26,Female,USA,BASIC,TRUE,10.36,4,Movie,Fantasy,"1,996",99,TV-G,#N/A,English,Canada,6.0,FALSE
7/12/2024,Mobile,66.40,68.7,started,29,Other,Canada,PREMIUM+,TRUE,7.60,4,TV Series,Sport,"2,022",36,TV-Y7,Kids,Spanish,USA,6.0,TRUE
8/3/2025,Desktop,29.20,26.7,started,48,Female,USA,PREMIUM,TRUE,20.42,2,Stand-up Comedy,Horror,"1,996",51,NC-17,Adult,Korean,USA,6.8,TRUE
1/15/2025,Smart Tv,257.50,59.1,paused,28,Female,USA,PREMIUM+,TRUE,2.03,2,Documentary,War,"2,003",86,TV-14,Teens,English,UK,1.7,TRUE
8/24/2025,Smart Tv,54.00,84.5,started,20,Male,Canada,PREMIUM,TRUE,2.68,2,Limited Series,Sci-Fi,"1,993",30,TV-Y7,Kids,English,USA,4.6,FALSE
8/18/2024,Laptop,34.10,68,stopped,31,Male,USA,BASIC,TRUE,8.71,3,TV Series,Documentary,"2,020",42,NC-17,Adult,Spanish,South Korea,8.1,FALSE
10/10/2025,Smart Tv,29.40,66.8,started,51,Male,Canada,PREMIUM,TRUE,48.70,1,Documentary,Horror,"2,024",46,TV-Y7,Kids,Italian,USA,9.3,FALSE
9/11/2024,Tablet,37.20,29.8,paused,22,Female,USA,STANDARD,TRUE,18.38,1,Movie,Romance,"2,015",101,G,Kids,English,USA,5.7,TRUE
4/13/2024,Desktop,111.00,52.9,started,28,Male,Canada,PREMIUM,TRUE,5.06,3,TV Series,Sci-Fi,"2,023",38,R,Adult,English,USA,5.5,FALSE
4/25/2024,Mobile,78.10,20.8,completed,24,Female,Canada,PREMIUM,FALSE,2.08,5,Movie,Documentary,"2,008",109,R,Adult,English,USA,4.5,TRUE
11/26/2025,Tablet,53.50,90.1,stopped,38,Male,USA,STANDARD,FALSE,8.53,1,Movie,Western,"2,023",59,PG-13,Teens,English,South Korea,7.2,FALSE
7/21/2025,Mobile,44.50,78.6,paused,38,Female,USA,STANDARD,TRUE,25.74,2,TV Series,War,"2,013",28,PG-13,Teens,English,USA,4.7,FALSE
12/17/2024,Laptop,27.90,32.4,started,40,Female,Canada,PREMIUM+,TRUE,2.60,3,Movie,Western,"1,995",456,TV-MA,Adult,English,USA,9.5,TRUE
3/18/2024,Desktop,719.90,34.2,paused,39,Female,USA,PREMIUM,TRUE,21.98,1,Movie,Thriller,"2,002",80,NC-17,Adult,Spanish,France,4.9,FALSE
8/31/2024,Tablet,25.60,59,stopped,29,Male,USA,STANDARD,TRUE,10.63,2,Documentary,Sport,"2,023",19,TV-14,Teens,English,France,5.6,FALSE
5/18/2025,Smart Tv,49.30,33.3,started,31,Female,USA,PREMIUM,TRUE,12.06,3,Movie,Documentary,"1,993",89,TV-Y7,Kids,Spanish,USA,5.0,FALSE
9/21/2025,Mobile,48.60,67.2,started,27,Female,USA,PREMIUM+,TRUE,8.12,1,Stand-up Comedy,Mystery,"2,000",35,TV-PG,Family,English,USA,6.0,TRUE
3/24/2025,Laptop,37.00,43.2,stopped,38,Male,Canada,PREMIUM,TRUE,10.11,1,Movie,Sci-Fi,"2,017",149,PG-13,Teens,English,USA,6.9,TRUE
11/4/2024,Laptop,114.10,60.2,stopped,41,Prefer Not To Say,Canada,PREMIUM,TRUE,16.01,2,Documentary,Western,"2,011",91,PG-13,Teens,English,USA,5.4,FALSE
11/26/2025,Smart Tv,75.60,51.5,stopped,35,Female,USA,STANDARD,TRUE,6.01,1,Movie,Mystery,"2,010",81,TV-Y7,Kids,German,USA,5.5,FALSE
4/16/2025,Laptop,44.10,32.4,completed,47,Female,USA,PREMIUM,FALSE,4.01,1,Documentary,Music,"2,004",86,TV-MA,Adult,Italian,USA,7.7,TRUE
11/21/2025,Laptop,113.10,60.7,completed,40,Female,USA,PREMIUM,TRUE,4.66,2,TV Series,Music,"2,005",44,R,Adult,English,Germany,5.6,FALSE
3/7/2025,Tablet,13.30,8.5,started,31,Prefer Not To Say,USA,PREMIUM,TRUE,7.59,1,Movie,Family,"2,021",106,TV-PG,Family,English,USA,7.6,FALSE
7/31/2024,Smart Tv,91.40,61.7,stopped,45,Female,USA,STANDARD,TRUE,11.20,2,Stand-up Comedy,Action,"2,002",65,NC-17,Adult,German,Japan,1.2,FALSE
4/22/2025,Laptop,136.50,63.8,stopped,30,Female,Canada,PREMIUM,TRUE,30.11,2,TV Series,Animation,"2,024",63,R,Adult,English,USA,4.9,TRUE
3/27/2025,Mobile,57.20,23.2,started,37,Prefer Not To Say,USA,PREMIUM,TRUE,6.58,2,Movie,Horror,"1,991",108,TV-Y7,Kids,Japanese,USA,5.6,FALSE
8/25/2025,Smart Tv,16.50,53.3,paused,38,Female,USA,STANDARD,TRUE,14.65,2,Movie,Sport,"2,010",92,PG-13,Teens,English,Canada,7.1,FALSE
12/20/2024,Mobile,10.10,78,paused,50,Male,USA,STANDARD,TRUE,9.21,3,Limited Series,Romance,"1,993",59,TV-Y,Kids,English,Japan,4.2,TRUE
4/13/2024,Mobile,143.20,98.1,started,37,Female,USA,PREMIUM,TRUE,29.13,3,Movie,Adventure,"1,990",121,PG-13,Teens,English,South Korea,8.6,TRUE
11/9/2024,Laptop,23.10,45.4,completed,40,Male,USA,PREMIUM,FALSE,15.60,4,Movie,Horror,"2,018",57,TV-14,Teens,English,USA,6.2,FALSE
10/8/2025,Smart Tv,156.20,21.4,stopped,31,Female,USA,BASIC,TRUE,13.61,4,Movie,Horror,"2,002",88,TV-MA,Adult,Korean,India,6.1,FALSE
11/6/2024,Tablet,49.40,60.1,started,29,Prefer Not To Say,USA,BASIC,TRUE,7.39,4,Stand-up Comedy,Fantasy,"1,997",75,TV-Y7,Kids,Spanish,USA,6.5,TRUE
12/12/2025,Mobile,29.40,6.4,completed,46,Male,USA,PREMIUM,TRUE,19.00,4,Limited Series,Romance,"2,017",81,PG-13,Teens,English,USA,6.0,FALSE
7/9/2024,Laptop,26.20,36.4,started,29,Male,USA,STANDARD,FALSE,11.28,2,Movie,Romance,"2,014",79,TV-Y7,Kids,Hindi,Japan,0.9,TRUE
4/9/2024,Mobile,52.40,49.9,stopped,34,Prefer Not To Say,Canada,BASIC,TRUE,22.24,3,Movie,Sport,"1,990",86,TV-Y,Kids,English,USA,6.2,FALSE
12/17/2024,Smart Tv,69.70,4.7,started,30,Male,Canada,BASIC,TRUE,10.78,4,Movie,Documentary,"2,014",89,TV-Y,Kids,English,USA,7.8,FALSE
9/21/2025,Tablet,20.90,32.4,completed,18,Female,USA,STANDARD,TRUE,11.88,2,Documentary,Thriller,"1,994",89,TV-14,Teens,English,USA,4.9,FALSE
2/29/2024,Mobile,4.80,50.5,paused,56,Prefer Not To Say,USA,STANDARD,TRUE,16.68,2,Movie,Crime,"1,993",131,TV-MA,Adult,English,India,6.1,FALSE
7/5/2024,Mobile,76.40,57.1,stopped,49,Female,USA,PREMIUM,TRUE,15.06,4,Stand-up Comedy,Crime,"2,014",74,PG,Family,English,South Korea,6.2,TRUE
8/25/2024,Laptop,59.90,91.5,started,25,Prefer Not To Say,USA,STANDARD,TRUE,12.50,2,Movie,Crime,"1,997",103,G,Kids,English,USA,6.9,TRUE
2/27/2025,Laptop,28.60,67.9,paused,33,Female,USA,PREMIUM+,TRUE,17.83,3,TV Series,War,"2,018",48,TV-PG,Family,English,India,7.7,TRUE
9/9/2024,Mobile,61.10,20.5,stopped,38,Female,USA,STANDARD,TRUE,25.75,5,Movie,Drama,"2,014",112,PG,Family,French,Germany,5.2,FALSE
2/4/2025,Desktop,48.80,89.5,stopped,33,Male,USA,PREMIUM+,TRUE,9.61,3,TV Series,Documentary,"2,024",33,PG-13,Teens,English,UK,4.5,FALSE
12/8/2025,Laptop,48.00,30.4,started,29,Male,USA,STANDARD,TRUE,13.48,2,TV Series,Animation,"2,016",18,TV-PG,Family,English,USA,6.5,FALSE
2/2/2024,Laptop,82.40,22,paused,22,Male,USA,PREMIUM,TRUE,21.51,3,TV Series,Crime,"1,992",58,TV-Y,Kids,English,UK,7.1,TRUE
10/3/2024,Laptop,99.80,2.8,started,20,Female,USA,PREMIUM,TRUE,7.56,1,Movie,Biography,"2,006",143,NC-17,Adult,German,Germany,5.0,TRUE
4/7/2024,Desktop,22.10,33.5,paused,26,Male,USA,STANDARD,TRUE,5.45,4,Movie,Western,"2,018",95,TV-PG,Family,French,Canada,6.1,TRUE
4/28/2024,Mobile,105.00,86.9,completed,35,Female,USA,PREMIUM+,TRUE,18.33,7,Movie,Action,"2,019",72,TV-14,Teens,Korean,USA,8.0,TRUE
1/13/2025,Mobile,60.10,42.8,stopped,53,Male,Canada,PREMIUM,TRUE,12.84,2,Movie,Western,"1,993",97,TV-Y,Kids,English,Germany,6.5,FALSE
9/24/2024,Tablet,40.70,8,paused,24,Male,USA,BASIC,TRUE,16.46,2,Movie,Documentary,"2,001",146,TV-Y7,Kids,English,UK,6.3,TRUE
4/5/2024,Mobile,22.40,10.9,paused,24,Female,USA,PREMIUM+,TRUE,21.62,1,Movie,Sci-Fi,"2,002",104,TV-MA,Adult,French,USA,8.7,FALSE
5/4/2025,Tablet,40.10,97.6,stopped,46,Female,USA,PREMIUM,TRUE,58.07,2,Documentary,History,"2,009",84,NC-17,Adult,German,Canada,7.8,FALSE
8/31/2025,Mobile,81.50,24.4,started,45,Male,Canada,STANDARD,FALSE,10.18,2,Documentary,Action,"1,996",34,G,Kids,Japanese,UK,3.9,FALSE
1/8/2024,Smart Tv,43.70,87.4,paused,27,Female,USA,PREMIUM,TRUE,36.06,1,TV Series,Comedy,"2,007",28,TV-14,Teens,English,USA,8.3,FALSE
11/5/2025,Laptop,90.80,95.1,paused,45,Male,Canada,PREMIUM+,TRUE,21.69,2,Documentary,History,"1,999",75,TV-Y7,Kids,Korean,USA,6.6,FALSE
7/14/2025,Tablet,31.10,37.1,paused,23,Female,Canada,BASIC,TRUE,26.11,1,Movie,Crime,"1,993",131,TV-MA,Adult,English,India,6.1,FALSE
11/20/2024,Tablet,71.20,11.5,completed,50,Other,USA,PREMIUM+,FALSE,6.28,2,Limited Series,Mystery,"1,993",23,TV-G,#N/A,English,USA,4.4,FALSE
5/6/2025,Desktop,39.60,66,stopped,21,Male,USA,STANDARD,TRUE,19.62,2,Stand-up Comedy,Romance,"2,005",41,NC-17,Adult,German,Canada,7.1,FALSE
7/18/2025,Desktop,14.20,60.3,paused,30,Male,Canada,BASIC,FALSE,22.89,5,Movie,Sci-Fi,"1,990",126,TV-Y,Kids,English,USA,5.2,FALSE
2/20/2025,Laptop,51.40,39.4,started,59,Female,USA,STANDARD,TRUE,6.88,2,Movie,Comedy,"1,993",96,NC-17,Adult,English,UK,9.3,FALSE
7/27/2024,Smart Tv,7.70,2.1,stopped,31,Female,Canada,STANDARD,TRUE,5.14,3,Documentary,Fantasy,"2,010",94,TV-MA,Adult,English,USA,6.0,TRUE
2/29/2024,Laptop,154.60,66.5,completed,48,Prefer Not To Say,Canada,BASIC,TRUE,18.58,2,Documentary,Documentary,"2,015",68,PG,Family,Korean,Japan,8.1,TRUE
6/13/2024,Smart Tv,111.90,50.4,paused,22,Male,USA,PREMIUM,TRUE,15.45,4,Movie,History,"2,015",102,TV-MA,Adult,English,USA,10.0,FALSE
1/4/2025,Laptop,98.20,48.3,stopped,40,Other,Canada,STANDARD,TRUE,8.55,3,Movie,Western,"2,000",130,NC-17,Adult,English,USA,5.5,TRUE
3/29/2024,Laptop,63.20,81.8,started,26,Male,USA,STANDARD,TRUE,25.06,2,TV Series,Adventure,"2,017",66,TV-G,#N/A,German,USA,7.0,FALSE
2/9/2025,Mobile,44.60,64,paused,29,Male,USA,STANDARD,TRUE,18.71,5,TV Series,Fantasy,"2,001",64,NC-17,Adult,English,USA,7.5,FALSE
8/12/2025,Smart Tv,9.50,56.9,stopped,65,Female,USA,STANDARD,FALSE,7.80,2,Stand-up Comedy,War,"2,018",72,NC-17,Adult,Italian,UK,5.9,TRUE
1/3/2024,Tablet,99.80,22.5,completed,56,Male,USA,STANDARD,FALSE,23.43,6,Movie,Music,"2,009",161,TV-PG,Family,English,USA,8.8,FALSE
7/5/2025,Mobile,158.90,99.8,paused,35,Male,USA,BASIC,TRUE,5.38,1,Movie,Documentary,"2,017",126,TV-Y7,Kids,English,USA,1.3,FALSE
6/14/2024,Laptop,26.60,3.9,completed,37,Female,Canada,PREMIUM,FALSE,14.01,2,Movie,Documentary,"2,011",102,PG,Family,French,USA,7.5,FALSE
4/10/2024,Smart Tv,41.60,68.9,started,31,Male,USA,BASIC,TRUE,36.06,2,Movie,Family,"2,006",80,TV-Y,Kids,Hindi,UK,3.5,FALSE
7/18/2025,Mobile,165.60,63.2,paused,27,Other,USA,STANDARD,TRUE,8.58,5,Stand-up Comedy,Sci-Fi,"2,002",58,TV-Y,Kids,Hindi,Canada,7.2,TRUE
8/25/2024,Mobile,13.40,39.9,started,20,Male,USA,PREMIUM,TRUE,10.38,2,Movie,Thriller,"2,007",128,TV-14,Teens,French,USA,7.5,TRUE
11/10/2024,Mobile,42.80,82.2,paused,29,Female,Canada,PREMIUM+,TRUE,13.87,5,TV Series,Romance,"2,005",59,TV-MA,Adult,English,Germany,4.1,FALSE
12/2/2024,Smart Tv,137.90,42.1,started,40,Male,USA,PREMIUM,TRUE,29.65,2,Movie,Animation,"2,006",69,TV-PG,Family,English,USA,5.1,FALSE
10/5/2024,Mobile,143.10,30.5,paused,53,Female,Canada,PREMIUM,TRUE,6.74,2,TV Series,Animation,"1,990",29,TV-MA,Adult,Spanish,USA,6.6,TRUE
9/6/2024,Laptop,25.80,2.7,completed,44,Male,USA,PREMIUM,TRUE,27.87,2,Movie,Fantasy,"2,002",137,TV-G,#N/A,German,USA,8.9,TRUE
4/30/2024,Tablet,14.40,99.6,completed,38,Other,USA,STANDARD,FALSE,10.97,1,Movie,Biography,"2,011",152,PG-13,Teens,French,Canada,5.6,FALSE
7/4/2025,Mobile,82.60,85.2,completed,20,Female,Canada,BASIC,TRUE,32.58,1,Limited Series,Family,"2,003",32,R,Adult,English,USA,6.3,FALSE
5/13/2024,Tablet,63.30,99.7,completed,35,Female,USA,STANDARD,TRUE,11.15,4,Movie,Family,"2,018",98,TV-MA,Adult,English,South Korea,4.8,FALSE
